image_id,class_name,method,tp,fp,fn,ignored,n_gt,kept_predictions,recall,precision,f1,logical_calls,inference_seconds,postprocess_seconds
00959,small-vehicle,full,283,90,647,0,930,373,0.3043010752688172,0.7587131367292225,0.43438219493476593,10,1.1999854389578104,0.09293767996132374
00959,small-vehicle,scale_prior,281,63,649,0,930,344,0.3021505376344086,0.8168604651162791,0.4411302982731554,10,1.2015643864870071,0.08375122398138046
00959,small-vehicle,matched,281,63,649,0,930,344,0.3021505376344086,0.8168604651162791,0.4411302982731554,10,1.1998059507459402,0.08365663141012192
00959,small-vehicle,dense_1024,32,99,898,0,930,131,0.034408602150537634,0.24427480916030533,0.060320452403393024,24,2.967338990420103,0.036925867199897766
00959,small-vehicle,dense_both,649,248,281,0,930,897,0.6978494623655914,0.7235228539576366,0.7104542966611932,120,14.821224223822355,0.2773655652999878
00959,storage-tank,prompt,0,0,1,0,1,0,0.0,0.0,0.0,10,1.2932628281414509,4.9367547035217285e-05
00959,storage-tank,full,1,0,0,0,1,1,1.0,1.0,1.0,10,1.1879043765366077,0.00021407753229141235
00959,storage-tank,scale_prior,1,0,0,0,1,1,1.0,1.0,1.0,10,1.192191256210208,0.00020923465490341187
00959,storage-tank,matched,1,0,0,0,1,1,1.0,1.0,1.0,10,1.192191256210208,0.00019623711705207825
00959,storage-tank,dense_1024,1,0,0,0,1,1,1.0,1.0,1.0,24,2.967338990420103,0.0002744235098361969
00959,storage-tank,dense_both,1,1,0,0,1,2,1.0,0.5,0.6666666666666666,120,14.821224223822355,0.0006664078682661057
00960,airplane,prompt,6,8,8,0,14,14,0.42857142857142855,0.42857142857142855,0.42857142857142855,10,1.1963321212679148,0.0028201639652252197
00960,airplane,full,13,7,1,0,14,20,0.9285714285714286,0.65,0.7647058823529411,10,1.1915493980050087,0.003951597958803177
00960,airplane,scale_prior,7,0,7,0,14,7,0.5,1.0,0.6666666666666666,10,1.2125091254711151,0.0015613120049238205
00960,airplane,matched,6,5,8,0,14,11,0.42857142857142855,0.5454545454545454,0.48,10,1.1092570144683123,0.0020779427140951157
00960,airplane,dense_1024,14,3,0,0,14,17,1.0,0.8235294117647058,0.9032258064516129,24,3.0014521069824696,0.004182601347565651
00960,airplane,dense_both,14,26,0,0,14,40,1.0,0.35,0.5185185185185185,115,14.428078031167388,0.008778143674135208
00960,helicopter,prompt,4,1,0,0,4,5,1.0,0.8,0.8888888888888888,10,1.1958482172340155,0.0009406600147485733
00960,helicopter,full,3,0,1,0,4,3,0.75,1.0,0.8571428571428571,10,1.287226377055049,0.000500950962305069
00960,helicopter,scale_prior,2,0,2,0,4,2,0.5,1.0,0.6666666666666666,10,1.098433280363679,0.0003714747726917267
00960,helicopter,matched,2,0,2,0,4,2,0.5,1.0,0.6666666666666666,10,1.1947912462055683,0.0003815162926912308
00960,helicopter,dense_1024,3,0,1,0,4,3,0.75,1.0,0.8571428571428571,24,3.0014521069824696,0.0004945416003465652
00960,helicopter,dense_both,4,4,0,0,4,8,1.0,0.5,0.6666666666666666,115,14.428078031167388,0.001529773697257042
00960,large-vehicle,prompt,14,4,3,0,17,18,0.8235294117647058,0.7777777777777778,0.8,10,1.09722557105124,0.0030893031507730484
00960,large-vehicle,full,0,12,17,0,17,12,0.0,0.0,0.0,10,1.2951150462031364,0.0018336251378059387
00960,large-vehicle,scale_prior,14,12,3,0,17,26,0.8235294117647058,0.5384615384615384,0.6511627906976745,10,1.2943591736257076,0.004151172935962677
00960,large-vehicle,matched,0,10,17,0,17,10,0.0,0.0,0.0,10,1.2942430842667818,0.0013997871428728104
00960,large-vehicle,dense_1024,16,30,1,0,17,46,0.9411764705882353,0.34782608695652173,0.5079365079365079,24,3.0014521069824696,0.008577819913625717
00960,large-vehicle,dense_both,17,54,0,0,17,71,1.0,0.23943661971830985,0.38636363636363635,115,14.428078031167388,0.014352435246109962
00960,small-vehicle,prompt,1,3,272,0,273,4,0.003663003663003663,0.25,0.007220216606498195,10,1.199087394401431,0.0010957010090351105
00960,small-vehicle,full,27,52,246,1,273,80,0.0989010989010989,0.34177215189873417,0.1534090909090909,10,1.2899679951369762,0.019727541133761406
00960,small-vehicle,scale_prior,38,52,235,1,273,91,0.1391941391941392,0.4222222222222222,0.209366391184573,10,1.2911310270428658,0.02158857136964798
00960,small-vehicle,matched,38,52,235,1,273,91,0.1391941391941392,0.4222222222222222,0.209366391184573,10,1.2908230498433113,0.021633312106132507
00960,small-vehicle,dense_1024,97,136,176,1,273,234,0.3553113553113553,0.41630901287553645,0.383399209486166,24,3.0014521069824696,0.05416280776262283
00960,small-vehicle,dense_both,224,180,49,2,273,406,0.8205128205128205,0.5544554455445545,0.6617429837518464,115,14.428078031167388,0.10122565366327763
00964,airplane,prompt,13,6,5,0,18,19,0.7222222222222222,0.6842105263157895,0.7027027027027027,10,1.3963188510388136,0.003086695447564125
00964,airplane,full,14,4,4,0,18,18,0.7777777777777778,0.7777777777777778,0.7777777777777778,10,1.34620482288301,0.0036899596452713013
00964,airplane,scale_prior,15,4,3,0,18,19,0.8333333333333334,0.7894736842105263,0.8108108108108109,10,1.3452190905809402,0.0034854263067245483
00964,airplane,matched,15,4,3,0,18,19,0.8333333333333334,0.7894736842105263,0.8108108108108109,10,1.3452190905809402,0.0034787748008966446
00964,airplane,dense_1024,16,4,2,0,18,20,0.8888888888888888,0.8,0.8421052631578947,36,4.565483273938298,0.004754163324832916
00964,airplane,dense_both,16,11,2,0,18,27,0.8888888888888888,0.5925925925925926,0.7111111111111111,179,22.520745370537043,0.0062024518847465515
00964,large-vehicle,prompt,2,69,59,0,61,71,0.03278688524590164,0.028169014084507043,0.030303030303030304,10,1.1083070766180754,0.008897116407752037
00964,large-vehicle,full,3,115,58,0,61,118,0.04918032786885246,0.025423728813559324,0.0335195530726257,10,1.2046060226857662,0.015267955139279366
